Event_ID,Source,Date,Time,Flight_Number,Orig,Dest,Fleet,Ship_Number,EDR_EQUIP,EDR_Min,EDR_Peak,Location,Turb_Level,G_Load,,Injury_1,Recordable_1,OSHA_1,Injury_2,Recordable_2,OSHA_2,Injury_3,Recordable_3,OSHA_3,Injury_4,Recordable_4,OSHA_4,Injury_5,Recordable_5,OSHA_5,Injury_6,Recordable_6,OSHA_6,Altitude,Flight_Phase,P1,P2,P3,P3A,P4,P5,P6,Comments
TRB17245,MetroTIR,4-May-17,,811,MSY,ATL,757,6823,,,,,,,,0,,,,,,,,,,,,,,,,,,27000,Cruise,,,,,,,,
TRB17246,"P-FSR,P-ASAP",4-May-17,,1487,MSP,MCO,757,5805,,,,,2,,,FA,,,,,,,,,,,,,,,,,,19000,Descent,2,,Y,,Y,Y,,
TRB17247,FACTS Survey,4-May-17,,1866,ATL,MSP,737,3818,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17248,FACTS Survey,5-May-17,,916,SLC,SEA,737,3703,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17249,"F-FSR,F-ASAP",5-May-17,,1637,DTW,BWI,320,3265,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17250,FACTS Survey,5-May-17,,1947,ATL,MSP,757,5655,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB17251,"F-FSR,F-ASAP",5-May-17,,2675,BOS,LGA,717,9519,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17252,FACTS Survey,6-May-17,,106,SLC,CDG,767,183,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Final Approach,,,N,,,,,
TRB17253,"FACTS Survey,F-FSR,F-ASAP",6-May-17,,1624,MSP,ATL,757,5808,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Final Approach,,,N,,,,,
TRB17254,STARS,28-Apr-17,,275,DTW,NRT,747,6307,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17255,"STARS,MetroTIR",13-Apr-17,,209,EDI,JFK,757,6809,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17256,FACTS Survey,2-May-17,,578,NRT,HNL,767,195,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17257,FACTS Survey,3-May-17,,579,HNL,NRT,767,1521,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17259,"F-FSR,F-ASAP",4-May-17,,2049,SFO,ATL,757,5811,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17260,STARS,6-May-17,,445,FCO,JFK,764,1802,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17261,"STARS,F-FSR,F-ASAP,MetroTIR",6-May-17,,2286,FLL,JFK,M88,908,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17262,"STARS,F-FSR,F-ASAP",7-May-17,,474,JFK,VCE,764,1811,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17263,"STARS,F-FSR,F-ASAP",7-May-17,,2294,LAS,JFK,737,3764,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17264,"F-FSR,F-ASAP",9-May-17,,430,JFK,SFO,757,6818,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17265,"STARS,F-FSR,F-ASAP",9-May-17,,1798,SAN,JFK,737,3768,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17266,"F-FSR,F-ASAP",10-May-17,,146,SCL,ATL,767,1602,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17267,"FACTS Survey,F-ASAP",10-May-17,,589,SEA,PVG,767,1607,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17268,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",12-May-17,,61,SFO,ATL,757,5803,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,FL140-FL120,Descent,2,,,,,,,
TRB17269,FACTS Survey,12-May-17,,576,NRT,HNL,747,6310,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Climb,,,Y,,,,,
TRB17270,STARS,13-May-17,,130,ATL,JFK,764,1801,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17271,"FACTS Survey,P-FSR,P-ASAP,F-ASAP,MetroTIR",15-May-17,,38,HKG,SEA,330,3360,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,FL350? | FL310,Cruise,2,Y,Y,,Y,Y,,
TRB17272,"STARS,F-FSR,F-ASAP",15-May-17,,117,STR,ATL,764,1812,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17273,F-FSR,15-May-17,,1395,MCO,LGA,737,3835,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17274,"P-FSR,P-ASAP,Log Page",17-May-17,,2327,ATL,FLL,321,3011,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,
TRB17276,"P-FSR,F-FSR,F-ASAP",18-May-17,,1641,SAT,ATL,757,669,,,,,2,,,FA,,,,,,,,,,,,,,,,,,14000,Descent,2,,,,Y,,,"The Flight Attendants thought the ""double ding"" sent by the Captain meant the ride would not get any worse and got up to secure the galley. Shortly after that the Fas were injured "
TRB17277,P-FSR,19-May-17,,1377,SNA,MSP,319,3161,,,,,2,,,FA,,,,,,,,,,,,,,,,,,25000,Descent,2,,Y,,,,,Injury to PAX was caused by a pin on his hat
TRB17278,"F-FSR,F-ASAP",19-May-17,,1601,SAN,MSP,M90,9213,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17279,MetroTIR,19-May-17,,2500,ATL,DEN,M90,9254,,,,,3,,,0,,,,,,,,,,,,,,,,,,300,Cruise,3,Y,Y,,Y,Y,,
TRB17280,"F-FSR,F-ASAP",20-May-17,,447,JFK,SAT,737,3765,,,,,3|2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17281,FACTS Survey,20-May-17,,1321,OMA,ATL,M88,967,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17282,F-FSR,20-May-17,,9792,SFO,DTW,757,6712,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17283,"P-FSR,P-ASAP",21-May-17,,1340,LAX,MIA,737,3766,,,,,3,,,FA,,,,,,,,,,,,,,,,,,38000,Cruise,3,Y,Y,,Y,Y,,
TRB17284,FACTS Survey,21-May-17,,1754,DTW,ALB,M88,911,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Descent,2,Y,Y,,N,,,Turbulence and precipitation did not show up on radar
TRB17211,MetroTIR,24-Apr-17,,201,JNB,ATL,777,7106,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,Descent,,,,,,,,
TRB16299,FACTS Survey,23-Dec-16,,1294,DEN,LGA,320,3256,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
T+A436:AY436RB17144,"FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP",23-Mar-17,,864,DTW,LAS,320,3231,,,,,2|1,,,FA,Y,,,,,,,,,,,,,,,,,29000,Descent,2|1,Y,Y,,N,N,N,Turbulence was not forcasted 
TRB17285,"F-FSR,F-ASAP",21-May-17,,2045,SJC,SLC,320,3216,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17286,STARS,22-May-17,,197,,,767,1613,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17288,FACTS Survey,22-May-17,,1630,ATL,SAT,737,3836,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17289,F-FSR,22-May-17,,1837,ATL,AUS,737,3837,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17290,"P-FSR,P-ASAP,MetroTIR",23-May-17,,516,CUN,MSP,737,3866,,,,,,,,0,,,,,,,,,,,,,,,,,,34000,Cruise,,,Y,,,Y,,
TRB17291,FACTS Survey,23-May-17,,712,CUN,DTW,757,5650,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17292,STARS,23-May-17,,1619,ATL,STL,757,627,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17293,FACTS Survey,24-May-17,,72,ATL,JFK,330,3304,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17294,"STARS,F-FSR,F-ASAP",24-May-17,,906,ATL,LGA,737,3820,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17295,"F-FSR,F-ASAP",24-May-17,,1432,ATL,ROA,319,3129,,,,,3|2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17296,"FACTS Survey,F-FSR,F-ASAP",24-May-17,,2128,DTW,MCO,757,5807,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17297,"STARS,F-FSR,F-ASAP",25-May-17,,206,SNN,JFK,767,192,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17298,"FACTS Survey,F-FSR,F-ASAP",26-May-17,,37,LHR,PDX,767,1702,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB17299,"F-FSR,F-ASAP",29-May-17,,155,BOS,DTW,319,3152,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17300,STARS,14-May-17,,39,SEA,HKG,330,3361,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17301,"STARS,F-FSR,F-ASAP",14-May-17,,44,JFK,DUB,764,1811,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17302,"STARS,F-FSR,F-ASAP",16-May-17,,108,ATL,MAD,764,1818,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17303,"STARS,FACTS Survey,P-FSR,F-FSR,F-ASAP,MetroTIR",18-May-17,,1142,SLC,PDX,320,3240,,,,,3 | 2,,,FA,Y,,,,,,,,,,,,,,,,,FL280-FL260,Cruise|Cruise|Descent,,,N,,,,,Encountered Moderate Clear Air Turbulence (CAT)
TRB17304,STARS,18-May-17,,1172,ATL,LAX,777,7103,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17305,MetroTIR,20-May-17,,2534,ATL,RDU,757,633,,,,,,,,0,,,,,,,,,,,,,,,,,,SFC,Descent,,,,,,,,
TRB17306,STARS,21-May-17,,7,LAX,HND,777,7003,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17307,"FACTS Survey,F-FSR,MetroTIR",21-May-17,,196,GRU,MCO,767,178,,,,,3 | 1/2/2017,,,FA,Y,,FA,Y,,FA,Y,,,,,,,,,,,34000,Cruise,,,N,,,,,
TRB17308,"F-FSR,F-ASAP",30-May-17,,275,DTW,NRT,747,6307,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17309,"FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP",30-May-17,30May172130,902,ATL,DTW,767,1404,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,11000,Descent,2,,,,Y,,,
TRB17310,"F-FSR,F-ASAP",30-May-17,,1152,CMH,ATL,M90,9223,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17311,FACTS Survey,30-May-17,,1951,MSY,ATL,757,669,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17312,"STARS,F-FSR,F-ASAP",30-May-17,,2225,MCO,MSP,757,5803,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17313,"STARS,FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP",31-May-17,31May170400,188,DTW,BOS,737,3741,,0.14,0.22,,2,,,FA,Y,,,,,,,,,,,,,,,,,28000 | INCONCLUSIVE,Descent,2,,Y,,,,,
TRB17314,FACTS Survey,31-May-17,,784,ATL,MTY,717,9527,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,approach | Final Approach,,,Y,,,,,
TRB17315,"F-FSR,F-ASAP",31-May-17,,835,MSY,LAX,320,3235,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17316,"FACTS Survey,F-FSR,F-ASAP",1-Jun-17,,209,EDI,JFK,757,6805,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,N,,,,,
TRB17317,"P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",2-Jun-17,2Jun171530,457,JFK,NAS,320,3254,,,,,3,,,0,,,,,,,,,,,,,,,,,,320,Cruise,,,Y,,,,,The level of turbulence was unexpected and not forcasted
TRB17318,"P-FSR,F-FSR,P-ASAP,F-ASAP",3-Jun-17,3Jun171020,1792,SAN,ATL,757,5645,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,2,Y,Y,,Y,Y,,
TRB17319,FACTS Survey,4-Jun-17,,2256,ATL,MCI,M88,957,,,,,2|3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17320,"STARS,F-FSR,F-ASAP",4-May-17,,73,AMS,ATL,330,3309,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17321,MetroTIR,14-May-17,,5517,CLE,LGA,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17323,STARS,22-May-17,,1377,MSP,SNA,319,3129,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17324,"STARS,F-ASAP",1-Jun-17,,1615,ATL,FLL,321,3016,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17325,STARS,2-Jun-17,,506,SJU,ATL,757,683,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17326,FACTS Survey,3-Jun-17,,2474,JFK,SJU,737,3809,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17327,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP",4-Jun-17,4Jun171430,571,ATL,STT,757,6713,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,380 | INCONCLUSIVE,Cruise,2,Y,Y,,N,N,N,ATC said conditions would not get worse than light chop
TRB17328,STARS,4-Jun-17,,2481,,,,971,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17329,FACTS Survey,5-Jun-17,,407,JFK,ZRH,767,1602,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17330,STARS,5-Jun-17,,2155,SLC,ATL,757,696,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17331,"STARS,F-FSR,F-ASAP",5-Jun-17,,2482,MLB,ATL,M88,9008,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17332,"F-FSR,F-ASAP",6-Jun-17,,667,DTW,BOS,M88,999,,,,,1,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17333,"MetroTIR | MetroTIR,P-ASR",7-Jun-17,8Jun170530,466,JFK,GLA,757,6813,,,,,3,,,0,,,,,,,,,,,,,,,,,,225-230,Climb,3,Y,Y,,N,,N,Encountered severe turbulence within but below listed altitudes in TP area NE 03 (current at the time). | Encountered severe turbulence within but 1000ft below listed altitudes in TP area NE 04 (current at the time).
TRB17334,STARS,7-Jun-17,,2920,BOS,TPA,319,3159,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17335,"P-FSR,P-ASAP",8-Jun-17,8Jun170530,466,JFK,GLA,757,6813,,,,,,,,FA,,,,,,,,,,,,,,,,,,225-230,Climb,3,Y,Y,,N,N,N,Encountered severe turbulence within but below listed altitudes in TP area NE 03 (current at the time). | Duplicate listing. Flight date was 07Jun17
TRB17336,FACTS Survey,9-Jun-17,,2332,LAX,SLC,737,3733,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,approach | Final Approach,,,Y,,,,,
TRB17337,"F-FSR,F-ASAP",10-Jun-17,,598,FUK,HNL,767,193,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17338,FACTS Survey,7-Jun-17,,1610,DEN,DTW,M90,9240,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Final Approach,,,Y,,,,,
TRB17339,F-FSR,8-Jun-17,,179,AMS,PDX,330,3307,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17340,STARS,10-Jun-17,,33,LHR,ATL,737,3754,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17341,F-FSR,12-Jun-17,,483,JFK,SEA,767,172,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17342,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",12-Jun-17,,574,BOI,SLC,737,3766,,,,,2,,,FA,Y,,FA,N,,FA,N,,FA,Y,,,,,,,,FL240-FL190,Descent,2,,Y,,,,,Descended through rain shower tops. 
TRB17343,P-FSR,12-Jun-17,,1597,MSP,BZN,320,3257,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17344,"FACTS Survey,F-FSR,F-ASAP",12-Jun-17,,1852,SMF,ATL,757,669,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17345,"STARS,F-ASAP,MetroTIR",12-Jun-17,,2266,ATL,DEN,757,6823,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,UNKNOWN | INCONCLUSIVE,Cruise,,,,,,,,"Unknown timing, just within first 30 min"
TRB17346,"P-FSR,P-ASAP,MetroTIR",12-Jun-17,,2450,YVR,ATL,737,3740,,,0.04,,2,,,0,,,,,,,,,,,,,,,,,,35000,Cruise,2,Y,Y,,,Y,,
TRB17347,FACTS Survey,13-Jun-17,,404,JFK,CDG,777,7006,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Climb,,,N,,,,,
TRB17348,"FACTS Survey,F-FSR,F-ASAP",15-Jun-17,,405,CDG,JFK,777,7004,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Climb,,,N,,,,,
TRB17349,"P-FSR,P-ASAP,MetroTIR",15-Jun-17,15Jun170100,810,SLC,IND,319,3119,,,,,2,,,0,,,,,,,,,,,,,,,,,,33000,Cruise,2,,N,,,,,
TRB17350,"F-FSR,F-ASAP",15-Jun-17,,1951,ATL,MSY,M90,9212,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17351,"P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",16-Jun-17,17Jun170830 | 16Jun170830,110,EZE,ATL,764,1813,,0.06,0.2,25.67N/81.525W,3,,,FA,Y,,FA,Y,,FA,N,,FA,Y,,,,,,,,359,Cruise,,Y,Y,,N,N,,Isolated rain shower top to FL360. 5 Recordable injuries. | Turbulence was not depicted on either pilots radar
TRB17352,MetroTIR,16-Jun-17,,220,JFK,SLC,737,3702,,0.38,0.54,,,,,0,,,,,,,,,,,,,,,,,,360,Cruise,,,,,,,,
TRB17353,"FACTS Survey,F-ASAP",16-Jun-17,,720,ATL,OMA,M88,956,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB17354,FACTS Survey,17-Jun-17,,99,CDG,DTW,330,3328,,,,,3|2,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y|N,,,,,
TRB17355,FACTS Survey,18-Jun-17,,81,BRU,ATL,767,184,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17356,FACTS Survey,18-Jun-17,,353,ATL,LIR,757,633,,,,,2,,,FA,Y | N,,,,,,,,,,,,,,,,,,APPROACH,,,Y,,,,,
TRB17357,"STARS,F-FSR,P-ASAP,F-ASAP",19-Jun-17,19Jun172310 | 19Jun172332,937,LAX,CUN,737,3766,,,,21.4N/87.6W,2,,,FA,Y,,,,,,,,,,,,,,,,,100,Descent,2,,,,,,,Tstm on Descent
TRB17358,"P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",19-Jun-17,19Jun172010,2444,FLL,DTW,M90,9214,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,3,,,,Y,Y,,
TRB17359,MetroTIR,20-Jun-17,,500,SDQ,ATL,737,3845,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17360,FACTS Survey,20-Jun-17,,1510,DTW,AUS,319,3164,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17361,STARS,20-Jun-17,,1816,DEN,ATL,757,674,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17362,"STARS,FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP",20-Jun-17,20Jun172000,2172,ATL,MCO,321,3001,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,9000,approach,2,,Y,,,,,
TRB17363,FACTS Survey,20-Jun-17,,2831,MCO,ATL,321,3012,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,approach,,,Y,,,,,
TRB17365,"F-FSR,F-ASAP",21-Jun-17,,2418,ATL,LGA,320,3264,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17366,"F-FSR,F-ASAP",13-Jun-17,,199,SEA,ICN,767,1701,,,,,3|2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17367,STARS,13-Jun-17,,406,JFK,SNN,717,9529,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17368,FACTS Survey,16-Jun-17,,185,LAX,PVG,777,7107,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17369,STARS,17-Jun-17,,148,EWR,AMS,767,1521,,,,,,,,FA,Y | N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17370,"P-ASAP,MetroTIR",22-Jun-17,22Jun171845,1052,ATL,MKE,757,633,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,Y,,N,N,,
TRB17371,FACTS Survey,22-Jun-17,,1654,TPA,JFK,M88,968,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
TRB17372,"FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",22-Jun-17,,2172,MCO,ATL,321,3008,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Climb,,,Y,,,,,Wake turbulence event
TRB17374,FACTS Survey,25-Jun-17,,119,CDG,BOS,767,171,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,approach,,,Y,,,,,
TRB17375,"STARS,F-FSR,F-ASAP",22-Jun-17,22Jun171950,1992,LGA,ATL,320,3249,,,,EMI,,,,FA,Y,,,,,,,,,,,,,,,,,320,Cruise,,,,,,,,
TRB17376,"STARS,F-FSR",23-Jun-17,,50,SLC,LHR,767,1706,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17377,FACTS Survey,24-Jun-17,,166,NRT,SEA,767,177,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17378,STARS,24-Jun-17,,472,,,767,186,,0.14,0.26,,,,,FA,Y,,,,,,,,,,,,,,,,,Inconclusive,,,,,,,,,
TRB17379,"F-FSR,F-ASAP",25-Jun-17,,167,SEA,NRT,767,179,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17380,"STARS,F-FSR,F-ASAP",25-Jun-17,,475,VCE,JFK,764,1813,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17381,"STARS,F-FSR",25-Jun-17,,624,PHX,SLC,320,3275,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,Inconclusive,,,,,,,,,
TRB17382,FACTS Survey,26-Jun-17,,296,PVG,NRT,767,1612,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17383,FACTS Survey,26-Jun-17,,679,SLC,PSC,320,3262,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17384,"F-FSR,F-ASAP",27-Jun-17,,778,MBJ,ATL,757,5650,,,,,2,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17385,FACTS Survey,28-Jun-17,,25,DUS,ATL,764,1821,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17386,FACTS Survey,28-Jun-17,,2542,DEN,DTW,737,3877,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Climb,,,Y,,,,,
TRB17387,FACTS Survey,28-Jun-17,,48,JFK,AMS,330,3323,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB17388,FACTS Survey,28-Jun-17,,440,JFK,SLC,737,3725,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17389,"STARS,F-FSR,F-ASAP",28-Jun-17,,1427,LAX,OGG,757,5649,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,Inconclusive,,,,,,,,,
TRB17390,F-FSR,28-Jun-17,,2204,LAX,SLC,737,3832,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17391,STARS,29-Jun-17,,28,ATL,LHR,320,3264,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,Inconclusive,,,,,,,,,
TRB17392,"F-FSR,F-ASAP",29-Jun-17,,39,ATL,SEA,757,674,,,,,1,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17393,"STARS,FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",29-Jun-17,,1529,MSP,BOS,737,3744,,,,,1 | 2|1|2|1,,,FA,Y,,FA,Y,,FA,Y,,,,,,,,,,,27000,Cruise,2|1|2|1,,N|N|N|Y|Y,,,,,
TRB17394,FACTS Survey,29-Jun-17,,2062,MSP,BOS,320,3255,,,,,1|2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N|Y,,,,,
TRB17395,"STARS,FACTS Survey,F-FSR,F-ASAP",29-Jun-17,,2404,LAS,SLC,737,3734,,,,,3 | 3|3|2,,,FA,N,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB17396,"P-FSR,P-ASAP,F-ASAP,MetroTIR",1-Jul-17,,1159,BUF,ATL,M88,944,,,,,,,,0,,,,,,,,,,,,,,,,,,15000,Descent,,,Y,,,Y,,
TRB17397,"F-FSR,F-ASAP",2-Jul-17,,66,ATL,ZRH,764,1801,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
