Event_ID,Source,Date,Time,Flight_Number,Orig,Dest,Fleet,Ship_Number,EDR_EQUIP,EDR_Min,EDR_Peak,Location,Turb_Level,G_Load,,Injury_1,Recordable_1,OSHA_1,Injury_2,Recordable_2,OSHA_2,Injury_3,Recordable_3,OSHA_3,Injury_4,Recordable_4,OSHA_4,Injury_5,Recordable_5,OSHA_5,Injury_6,Recordable_6,OSHA_6,Altitude,Flight_Phase,P1,P2,P3,P3A,P4,P5,P6,Comments
TRB16227,"FACTS,F-FSR",19-Nov-16,,1913,ATL,DCA,321,3001,,,,,3,,0.83203125(0.1069697187883),FA,,,,,,,,,,,,,,,,,,,Descent,,,Y,,,,,
TRB16228,"FACTS,P-FSR",19-Nov-16,,2222,OGG,LAX,757,5647,,,,,2,,,FA,,,,,,,,,,,,,,,,,,30000,Cruise,2,,Y,,Y,,,
TRB16230,FACTS,20-Nov-16,,166,NRT,SEA,767,185,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,Y | Y|Y,,,,,
TRB16231,"P-FSR,F-FSR,F-ASAP",20-Nov-16,,1982,MIA,LGA,717,9567,,,,,,,0.697639942169189(0.153444049177443),0,,,,,,,,,,,,,,,,,,750.2809194,Cruise,,,,,,,,
TRB16232,P-FSR,20-Nov-16,,2214,ATL,ROA,737,3608,,,,40.7537255764293/-73.8192145112793,,1.182695866,0.560438871383666(0.261978565050692),0,,,,,,,,,,,,,,,,,,,Go-Around,,,,,,,,
TRB16234,"P-FSR,F-FSR",21-Nov-16,,276,NRT,DTW,330,3351,,,,,,,0.6328125(0.154750969706565),0,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16236,FACTS Survey,22-Nov-16,,38,HKG,SEA,330,3356,,,,,3,,0.875(0.108535749191139),FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB16237,FACTS Survey,22-Nov-16,,167,SEA,NRT,767,1605,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB16238,FACTS Survey,22-Nov-16,,278,KIX,HNL,767,192,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB16239,"P-FSR,P-ASAP",23-Nov-16,,1516,ORD,GJT,319,3121,,,,,2,,,0,,,,,,,,,,,,,,,,,,,Approach,2,,,,,,,
TRB16242,"STARS,FACTS Survey,F-FSR",24-Nov-16,,690,SLC,OMA,717,9574,,,,40.8532394684688/-111.98437616654,3,1.269639969,0.880680084228516(0.109222700953653),FA,Y,,,,,,,,,,,,,,,,,6493.67003,Descent,,,Y,,,,,
TRB16243,"FACTS Survey,P-FSR,P-ASAP",26-Nov-16,,416,JFK,DKR,757,6806,,,,,2,1.269639969,0.880680084228516(0.109222700953653),FA,N,,,,,,,,,,,,,,,,,,Cruise,2,Y,Y,,,Y,,
TRB16244,"P-FSR,F-FSR,P-ASAP,F-ASAP",26-Nov-16,,1490,DTW,LAS,737,3848,,,,,2,1.737178802,0.631409645080566(0.2491145780294),0,,,,,,,,,,,,,,,,,,27948.64323,Cruise,,,Y,,,,,
TRB16245,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP",27-Nov-16,,919,SXM,ATL,737,3606,,,,,2,1.737178802,0.631409645080566(0.2491145780294),FA,Y,,,,,,,,,,,,,,,,,38000,Cruise,2,,Y,,,Y,,
TRB16246,P-FSR,27-Nov-16,,1393,LAX,GUA,757,688,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16247,"F-FSR,P-ASAP,F-ASAP",28-Nov-16,,267,SFO,JFK,767,191,,,,,2,,,0,,,,,,,,,,,,,,,,,,,Cruise,2,,Y,,,Y,,
TRB16248,"P-FSR,P-ASAP",28-Nov-16,,512,MEX,DTW,319,3159,,,,,,,,0,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16249,"P-FSR,P-ASAP,Log Page",28-Nov-16,,895,PDX,ATL,737,3849,,,,,2,,,0,,,,,,,,,,,,,,,,,,,Cruise,2,,,,,,,Log Page
TRB16252,"F-FSR,F-ASAP",28-Nov-16,,1392,GUA,LAX,757,688,,,,,3,,,0,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16253,STARS,28-Nov-16,,1393,LAX,GUA,757,680,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16254,"P-FSR,F-FSR,P-ASAP,F-ASAP",29-Nov-16,,21,CDG,EWR,767,186,,,,,2,,,0,,,,,,,,,,,,,,,,,,,Descent,2,,Y,,,Y,,
TRB16255,"P-FSR,F-FSR,P-ASAP,F-ASAP",29-Nov-16,,376,NAS,ATL,717,9546,,,,32.9021838371971/-83.3338989307092 | BETBE,3,1.178120136,0.72052001953125(0.131679175675377),0,,,,,,,,,,,,,,,,,,26632.19809,Cruise,,,,,,,,
TRB16258,STARS,30-Nov-16,,2791,SLC,RDU,320,3238,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16259,FACTS Survey,2-Dec-16,,962,SAL,LAX,737,3769,,,,,,,0.826006412506104(0.116532076496668),FA,N,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16260,"FACTS Survey,P-FSR",3-Dec-16,,1124,LAX,RDU,737,3702,,,,,3,,0.432233810424805(0.239465103935444),FA,N,,,,,,,,,,,,,,,,,5000,Climb,3,Y,Y,,Y,,,Pilot ASAP does not mention any injuries and that the turbulence was expected
TRB16261,FACTS Survey,4-Dec-16,,274,MSP,DCA,M90,9209,,,,,2,,0.7524(0.215366186859548),FA,N,,,,,,,,,,,,,,,,,31000,Cruise,2,,N,,Y,,Y,The turbulence started just after the CA made the announcement to stow the carts and sit down
TRB16262,STARS,3-Dec-16,,296,NRT,ATL,777,7105,,,,,2,,0.7265625(0.133206103409053),FA,Y,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16263,FACTS Survey,3-Dec-16,,2607,TPA,ATL,757,676,,,,,3,,1.09963893890381(0.104828107646344),FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB16264,"F-FSR,F-ASAP",4-Dec-16,,613,LAX,JFK,764,1807,,,,,2,,0.798533916473389(0.149625431641028),0,,,,,,,,,,,,,,,,,,,Descent,,,,,,,,
TRB16265,FACTS Survey,5-Dec-16,,46,JFK,AMS,767,1501,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB16266,STARS,5-Dec-16,,1373,TPA,ATL,757,668,,,,,2,,0.80769157409668(0.136647747320247),FA,Y,,,,,,,,,,,,,,,,,30000,Cruise,2,,Y,,,,,Turbulence was unexpected
TRB16271,P-FSR,8-Dec-16,,1873,ATL,MIA,M88,952,,,,,,,,0,,,,,,,,,,,,,,,,,,,Climb,,,,,,,,
TRB16272,"F-FSR,F-ASAP",8-Dec-16,,2258,AVL,ATL,717,9558,,,,,,,0.830343723297119(0.139317551022983),0,,,,,,,,,,,,,,,,,,,Cruise,,,,,,,,
TRB16275,"STARS,MetroTIR",6-Dec-16,,2355,ATL,LAX,757,5655,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB16276,"P-ASAP,Log Page",8-Dec-16,,2436,PBI,LGA,717,9568,,,,,1,,0.85322380065918(0.172539418091274),0,,,,,,,,,,,,,,,,,,,,1,,,,,,,
TRB16277,STARS,9-Dec-16,,679,SEA,LAS,717,9512,,,,,,,0.711368083953857(0.117963740296718),FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16278,STARS,10-Dec-16,,41,LAX,SYD,777,7110,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16279,"F-FSR,F-ASAP",10-Dec-16,,5793,LAS,LAX,717,9500,,,,,,,1.02253580093384(0.107264259279435),FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16280,FACTS Survey,11-Dec-16,,83,CDG,ATL,764,1813,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB16281,FACTS Survey,12-Dec-16,,200,ATL,JNB,777,7110,,,,,2,,0.79296875(0.104761112348498),FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB16282,"F-FSR,F-ASAP",12-Dec-16,,220,ACC,JFK,764,1819,,,,,3,,1.08928489685059(0.110792942913136),FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16283,STARS,12-Dec-16,,1347,DTW,LAS,320,3235,,,,,1,,0.773439407348633(0.149344854369102),FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB16284,"F-FSR,F-ASAP",13-Dec-16,,275,NRT,MNL,767,188,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16285,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",14-Dec-16,,578,NRT,HNL,767,180,,0.32,0.62,,1,,,FA,Y,,,,,,,,,,,,,,,,,FL380-FL360,Cruise,1,,Y,,Y,Y,Y,
TRB16286,"F-FSR,F-ASAP",15-Dec-16,,58,BOS,LHR,767,1706,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16287,"P-FSR,P-ASAP",15-Dec-16,,420,JFK,ACC,764,1821,,,,,2,,,0,,,,,,,,,,,,,,,,,,FL310,Cruise,2,,Y,,,,,
TRB16288,FACTS Survey,15-Dec-16,,1856,ATL,MCO,321,3013,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB16289,"F-FSR,F-ASAP",15-Dec-16,,2665,LGA,BOS,717,9562,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16290,"F-FSR,F-ASAP",17-Dec-16,,2289,ATL,GRR,717,9548,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16291,"P-FSR,F-ASAP",18-Dec-16,,37,LHR,SEA,767,176,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,34000,Cruise,2,,Y,,Y,,Y,Captain only found out about the injuried FA on the train to baggage claim.
TRB16292,"FACTS Survey,MetroTIR",18-Dec-16,,1,LHR,JFK,767,1705,,0.08,0.2,,1,,,FA,N,,,,,,,,,,,,,,,,,350,Cruise,,,N,,,,,
TRB16294,"STARS,F-FSR,F-ASAP",18-Dec-16,,405,CDG,JFK,330,3319,,,,,2 | 1,,,FA,Y,,,,,,,,,,,,,,,,,34000,,,,,,,,,
TRB16295,"FACTS Survey,MetroTIR",19-Dec-16,,2823,JFK,SAN,737,3704,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,28000,Descent,,,N,,,,,
TRB16296,"F-FSR,F-ASAP,MetroTIR",20-Dec-16,,407,JFK,ZRH,767,1705,,,,,3,,,0,,,,,,,,,,,,,,,,,,UNKNOWN,Descent,,,,,,,,
TRB16297,"FACTS Survey,F-FSR,F-ASAP",21-Dec-16,,197,MCO,GRU,767,1506,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB16298,STARS,21-Dec-16,,2107,SLC,ORD,319,3129,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16300,"FACTS Survey,MetroTIR",24-Dec-16,,542,PHX,DTW,737,3723,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB16301,FACTS Survey,25-Dec-16,,617,HNL,NRT,767,180,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB16302,F-FSR,26-Dec-16,,1336,PHX,DTW,320,3212,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16303,"FACTS Survey,F-FSR,P-ASAP,F-ASAP,MetroTIR",27-Dec-16,,56,SLC,AMS,767,192,,,0.2,49.7/-093.3,2,,,FA,N,,,,,,,,,,,,,,,,,33000,Cruise,2,,N,,,,,
TRB16304,"F-FSR,F-ASAP",27-Dec-16,,83,CDG,ATL,764,1810,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16305,"P-ASAP,Log Page",27-Dec-16,,269,SEA,ATL,737,3820,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16306,"FACTS Survey,P-FSR,P-ASAP,Log Page,MetroTIR",27-Dec-16,,1687,SAN,MSP,M90,9251,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,290,Cruise,,,N,,,,,
TRB16308,"P-FSR,P-ASAP,MetroTIR",27-Dec-16,,2064,RNO,MSP,319,3123,,,,,2,,,0,,,,,,,,,,,,,,,,,,370,Cruise,2,,Y,,,Y,,
TRB16309,"P-ASAP,Log Page",27-Dec-16,,2093,MSP,SNA,319,3124,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,
TRB16310,"STARS,P-FSR,P-ASAP",28-Dec-16,,854,SFO,DTW,737,3849,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,,2 | 2|1|2|1,,Y,,,,,
TRB16311,"STARS,F-ASAP",28-Dec-16,,860,SNA,MSP,319,3124,,,,,1,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16312,STARS,28-Dec-16,,1702,LGA,FLL,717,9523,,,,,1,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16313,FACTS Survey,28-Dec-16,,1726,ATL,FLL,321,3013,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,N,,,,,
TRB16314,STARS,29-Dec-16,,907,,,,675,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB16315,"P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",30-Dec-16,,296,NRT,ATL,777,7101,,,,,3,,,0,,,,,,,,,,,,,,,,,,330,Cruise,,,Y,,,Y,,
TRB16316,FACTS Survey,30-Dec-16,,444,JFK,FCO,767,181,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Climb,,,N,,,,,
TRB16317,FACTS Survey,30-Dec-16,,599,HNL,FUK,767,1506,,,,,3,,,0,,,,,,,,,,,,,,,,,,,Climb,,,Y,,,,,
TRB16318,"STARS,F-FSR,F-ASAP",30-Dec-16,,2104,PVD,ATL,M88,997,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17001,STARS,1-Jan-17,,1550,LAS,MSP,737,3757,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17002,"STARS,F-ASAP,MetroTIR",2-Jan-17,,638,STT,ATL,757,682,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,INCONCLUSIVE,Descent,,,,,,,,
TRB17003,"STARS,P-FSR,F-FSR,P-ASAP,F-ASAP,Log Page,MetroTIR",2-Jan-17,,1998,DTW,LAS,737,3817,,,,,3,,,FA,N,,FA,Y,,FA,N,,,,,,,,,,,320,Cruise,,,N,,,N,,
TRB17004,"P-FSR,F-FSR,F-ASAP",3-Jan-17,,1592,SAN,ATL,737,3812,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17005,"STARS,F-FSR,F-ASAP",3-Jan-17,,2377,LAX,SLC,737,3860,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17006,"P-FSR,F-FSR,P-ASAP,F-ASAP",5-Jan-17,,831,ATL,PHX,321,3015,,,,,2,,,0,,,,,,,,,,,,,,,,,,,Descent,2,,Y,,,,,The pilots had no warning of the turbulence 
TRB17007,"F-FSR,MetroTIR",6-Jan-17,,30,DFW,ATL,M88,952,,,,,,,,FA,N,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17008,"STARS,F-ASAP",7-Jan-17,,131,MUC,ATL,764,1820,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17009,STARS,7-Jan-17,,417,HNL,LAX,767,1521,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17010,"F-FSR,F-ASAP",7-Jan-17,,419,MXP,JFK,330,3317,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17011,"P-FSR,P-ASAP,MetroTIR",9-Jan-17,,1336,MIA,SLC,737,3730,,,,,3,,,0,,,,,,,,,,,,,,,,,,23000,Descent,3,Y,Y,,,Y,,
TRB17012,"P-FSR,P-ASAP,Log Page,MetroTIR",9-Jan-17,,1853,DEN,SLC,717,9546,,,,,3,,,0,,,,,,,,,,,,,,,,,,100,Climb,3,Y,Y,,Y,Y,,
TRB17013,"FACTS Survey,F-ASAP,MetroTIR",9-Jan-17,,1883,SNA,ATL,757,6716,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17014,"P-ASAP,MetroTIR",9-Jan-17,,2240,SFO,JFK,767,187,,,,,2,,,0,,,,,,,,,,,,,,,,,,41000,Cruise,2,,Y,,,,,
TRB17015,MetroTIR,9-Jan-17,,2546,SAN,SLC,319,3170,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17016,"P-FSR,F-FSR,MetroTIR",9-Jan-17,,9855,JFK,SLC,737,3763,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,140-110,Descent,2,,Y,,,,,Report from ATC did not have a turbulence intensity
TRB17017,"STARS,FACTS Survey,P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",10-Jan-17,,922,SJU,ATL,737,3849,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,300,Cruise,2,,Y,,,,,"ATC report said FL300 was smooth, once at FL300 the flight encountered moderate turbulence with no warning"
TRB17018,STARS,11-Jan-17,,2367,ATL,SYR,M90,9218,,,,,,,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17019,"P-FSR,F-FSR",11-Jan-17,,8946,SNA,DEN,757,652,,,,,2,,,FA,,,,,,,,,,,,,,,,,,12000,Descent,2,,Y,,Y,,,CA learned of injury in the van on the way to the hotel
TRB17020,F-FSR,12-Jan-17,,415,JFK,MAD,764,1811,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17021,"P-ASAP,Log Page",12-Jan-17,,2143,MSP,CLT,319,3134,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,
TRB17022,"P-FSR,P-ASAP,MetroTIR",13-Jan-17,,579,HNL,NRT,747,6309,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,2,,Y,,,Y,,
TRB17023,"F-FSR,F-ASAP",14-Jan-17,,107,CDG,SLC,767,186,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17024,"F-FSR,F-ASAP",14-Jan-17,,756,SJU,MSP,737,3862,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17025,FACTS Survey,15-Jan-17,,2355,ATL,LAX,757,6717,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17026,STARS,16-Jan-17,,477,BCN,JFK,767,1501,,,,,,,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17027,"P-FSR,P-ASAP,MetroTIR",21-Jan-17,,1341,ATL,TPA,737,3715,,,,,3,,,0,N,,,,,,,,,,,,,,,,,~ FL330,Cruise,3,Y,Y,,Y,Y,,"The CA/FO reported that there were no injuries 
Injury removed from count"
TRB17028,"P-FSR,P-ASAP",21-Jan-17,,2330,ATL,TPA,M88,926,,,,,2,,,0,,,,,,,,,,,,,,,,,,29000,Cruise,2,Y,Y,,,Y,,"The CA/FO reported that there were no injuries 
Injury removed from count"
TRB17029,"F-FSR,F-ASAP",22-Jan-17,,277,HNL,KIX,767,188,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17030,F-FSR,22-Jan-17,,811,ATL,MSP,737,3801,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17031,"P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",22-Jan-17,,1358,LAX,SJC,717,9500,,,,,2,,,PAX,N,,,,,,,,,,,,,,,,,FL230-FL200 | FL210,Descent,2,,,,,,,
TRB17032,STARS,23-Jan-17,,84,ATL,CDG,764,1820,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17033,"P-FSR,F-FSR,P-ASAP,F-ASAP,MetroTIR",23-Jan-17,,475,SLC,LAS,320,3220,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,INCONCLUSIVE | 26000,Descent,2,N,Y,,N,N,,
TRB17034,"STARS,F-FSR,F-ASAP",23-Jan-17,,1089,ATL,SDF,320,3224,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17035,"STARS,F-FSR,F-ASAP",23-Jan-17,,1811,MKE,MSP,319,3153,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17036,STARS,23-Jan-17,,1936,ATL,LGA,M90,9249,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17037,FACTS Survey,24-Jan-17,,49,AMS,JFK,767,193,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17038,STARS,24-Jan-17,,2632,BWI,ATL,737,3836,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17039,"P-ASAP,Log Page",25-Jan-17,,582,PVG,DTW,777,7005,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,
TRB17040,STARS,20-Jan-17,,104,GRU,ATL,330,3324,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17041,"STARS,F-ASAP,MetroTIR",10-Jan-17,,831,ATL,ALB,717,9504,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17042,"STARS,MetroTIR",5-Jan-17,,388,PUJ,ATL,319,3171,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17043,FACTS Survey,3-Jan-17,,200,ATL,JNB,777,7106,,,,,3,,,0,,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17044,FACTS Survey,4-Jan-17,,579,HNL,NRT,747,6308,,,,,2,,,0,,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17045,FACTS Survey,6-Jan-17,,599,HNL,FUK,767,190,,,,,2,,,0,,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17046,"FACTS Survey,MetroTIR",14-Jan-17,,599,HNL,FUK,767,180,,0.24,0.44,,2 | 1/1/1900,,,0,,,,,,,,,,,,,,,,,,35000,Cruise,,,Y,,,,,
TRB17047,STARS,21-Jan-17,,74,ATL,AMS,330,3316,,,,,,,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17048,STARS,21-Jan-17,,812,LAS,ATL,737,3741,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17049,MetroTIR,27-Jan-17,,60,GIG,ATL,767,1702,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17050,"P-FSR,F-FSR,F-ASAP,Log Page,MetroTIR",28-Jan-17,,830,ATL,RDU,757,6808,,,,,3,,,FA,Y,,,,,,,,,,,,,,,,,,Descent,3,,Y,,,,,
TRB17051,"F-FSR,F-ASAP",28-Jan-17,,1834,ATL,MCO,757,6703,,,,,3,,,FA,,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17052,FACTS Survey,31-Jan-17,,38,HKG,SEA,330,3356,,,,,1,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17053,STARS,31-Jan-17,,65,ATL,LAX,757,6715,,,,,,,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,NOT TURB RELATED
TRB17054,"F-FSR,F-ASAP",31-Jan-17,,199,SEA,ICN,767,174,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17055,"STARS,F-ASAP",1-Feb-17,,83,CDG,ATL,764,1808,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,INCONCLUSIVE,,,,,,,,,
TRB17056,"F-FSR,F-ASAP",1-Feb-17,,1938,ATL,DCA,320,3264,,,,,,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17057,"P-FSR,P-ASAP,F-ASAP,Log Page,MetroTIR",3-Feb-17,,94,NGO,DTW,330,3360,,,,,2,,,0,,,,,,,,,,,,,,,,,,35000,Cruise,2,Y,Y,,Y,Y,Y,
TRB17058,MetroTIR,3-Feb-17,,408,JFK,LAX,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17059,STARS,5-Feb-17,,426,JFK,HNL,764,1805,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17060,STARS,5-Feb-17,,1061,,,737,3719,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17061,"FACTS Survey,F-ASAP",7-Feb-17,,73,AMS,ATL,330,3305,,,,,2,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17063,"P-FSR,P-ASAP,Log Page,MetroTIR",7-Feb-17,,1683,SLC,LAS,737,3730,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,
TRB17064,STARS,7-Feb-17,,855,DTW,SLC,320,3231,,,,,,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17065,"F-FSR,F-ASAP",8-Feb-17,,28,ATL,LHR,767,1708,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17066,"F-FSR,F-ASAP",8-Feb-17,,167,SEA,NRT,767,175,,,,,3,,,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17067,STARS,8-Feb-17,,1732,CLE,ATL,M88,956,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17068,"P-ASAP,Log Page",8-Feb-17,,2580,MSP,OKC,717,9542,,,,,2,,,0,,,,,,,,,,,,,,,,,,320,Cruise,2,,Y,,,,Y,
TRB17069,"F-FSR,F-ASAP",9-Feb-17,,138,DTW,AMS,330,3302,,,,,2,,,FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17070,"FACTS Survey,MetroTIR",9-Feb-17,,201,JNB,ATL,777,7108,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,INCONCLUSIVE,Cruise,,,Y,,,,,
TRB17071,STARS,9-Feb-17,,1150,HNL,LAX,737,3867,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17072,"STARS,F-FSR,F-ASAP",10-Feb-17,,107,CDG,SLC,767,1602,,,,,,,,FA,N,,,,,,,,,,,,,,,,,,,,,,,,,,
TRB17073,"P-ASAP,MetroTIR",10-Feb-17,,1770,SEA,MSP,737,3853,,,,,,,,0,,,,,,,,,,,,,,,,,,35000,Cruise,,,,,,,,
TRB17074,FACTS Survey,19-Feb-17,,2571,JFK,SJU,737,3727,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y,,,,,
TRB17075,FACTS Survey,20-Feb-17,,2223,ATL,SFO,737,3837,,,,,3,,,FA,N,,,,,,,,,,,,,,,,,,Cruise,,,Y|Y,,,,,
TRB17076,"F-FSR,F-ASAP",12-Feb-17,,1861,SLC,LAS,737,3828,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
